"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","wine_quality","wine_quality_num","P"
6.9,0.38,0.28,8.3,0.062,22,166,0.99506,3.16,0.72,10.6,5,"bad",0,0.710320569209685
7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6,"good",1,0.924712592721614
6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,6,"good",1,0.823060264217955
6.1,0.28,0.27,8,0.048,41,162,0.99498,3.21,0.51,9.9,5,"bad",0,0.60264303619434
7.6,0.26,0.32,1.3,0.048,23,76,0.9903,2.96,0.46,12,6,"good",1,0.838872629516533
7.5,0.16,0.38,12.7,0.043,70.5,163,0.99706,3.15,0.82,10.4,7,"good",1,0.895271765753011
6.5,0.36,0.16,1.3,0.054,11,107,0.99398,3.19,0.39,8.5,5,"bad",0,0.18603792723734
6.6,0.35,0.19,10.5,0.06,15,82,0.99588,3.13,0.38,9.9,4,"bad",0,0.518041683696764
5.7,0.25,0.26,12.5,0.049,52.5,120,0.99691,3.08,0.45,9.4,6,"good",1,0.51232188569529
7.4,0.37,0.26,9.6,0.05,33,134,0.99608,3.13,0.46,10.4,5,"bad",0,0.576722483212192
5.7,0.25,0.21,1.5,0.044,21,108,0.99142,3.3,0.59,11,6,"good",1,0.758561905749392
5.8,0.23,0.21,1.5,0.044,21,110,0.99138,3.3,0.57,11,6,"good",1,0.761021270014034
5.4,0.265,0.28,7.8,0.052,27,91,0.99432,3.19,0.38,10.4,6,"good",1,0.5594084492381
5.7,0.25,0.27,10.8,0.05,58,116,0.99592,3.1,0.5,9.8,6,"good",1,0.630478793028982
5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4,6,"good",1,0.527276280036095
5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6,6,"good",1,0.759026356831964
6.2,0.3,0.32,1.2,0.052,32,185,0.99266,3.28,0.44,10.1,5,"bad",0,0.463398919600647
6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,8,"good",1,0.870471894151992
7.4,0.26,0.29,3.7,0.048,14,73,0.9915,3.06,0.45,11.4,6,"good",1,0.827229233579203
7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2,6,"good",1,0.330701318511713
6.5,0.21,0.42,1.1,0.059,33,101,0.9927,3.12,0.38,9.7,6,"good",1,0.439202212421202
7.3,0.25,0.27,3.8,0.047,16,79,0.99173,3.07,0.46,11.3,6,"good",1,0.806471971203304
6.8,0.27,0.24,4.6,0.098,36,127,0.99412,3.15,0.49,9.6,6,"good",1,0.52382308792325
6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9,6,"good",1,0.262235371875381
6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,6,"good",1,0.704290789901948
6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,6,"good",1,0.395079200574785
6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6,"good",1,0.378661158708303
6.4,0.25,0.28,4.9,0.03,29,98,0.99024,3.09,0.58,12.8,7,"good",1,0.950816263562338
6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6,"good",1,0.378661158708303
8,0.25,0.35,1.1,0.054,13,136,0.99366,3.08,0.55,9.5,5,"bad",0,0.380220362128452
6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,6,"good",1,0.704290789901948
6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11,5,"bad",0,0.735874270424496
6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,6,"good",1,0.395079200574785
6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,6,"good",1,0.817304796928039
6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,5,"bad",0,0.668452207083519
6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,5,"bad",0,0.668452207083519
5.7,0.31,0.28,4.1,0.03,22,86,0.99062,3.31,0.38,11.7,7,"good",1,0.901838884165373
6.9,0.45,0.27,4.7,0.035,17,80,0.99058,3.12,0.36,12.5,7,"good",1,0.907492994698057
6.9,0.3,0.45,1.4,0.039,36,122,0.99059,3.07,0.47,11.1,7,"good",1,0.836761495304617
5.3,0.23,0.56,0.9,0.041,46,141,0.99119,3.16,0.62,9.7,5,"bad",0,0.760848621676131
6.8,0.3,0.26,20.3,0.037,45,150,0.99727,3.04,0.38,12.3,6,"good",1,0.899608728741947
6.7,0.28,0.42,3.5,0.035,43,105,0.99021,3.18,0.38,12.2,6,"good",1,0.939310755733136
5,0.255,0.22,2.7,0.043,46,153,0.99238,3.75,0.76,11.3,6,"good",1,0.923601488258937
7.6,0.4,0.27,1.2,0.053,23,193,0.99164,3.22,0.38,11.6,5,"bad",0,0.660700658709576
5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3,6,"good",1,0.885337155247334
6,0.2,0.25,2,0.041,30,95,0.99078,3.27,0.56,11.1,6,"good",1,0.876966018937812
6.1,0.17,0.29,1.1,0.041,32,92,0.99036,3.26,0.57,11.2,6,"good",1,0.891482496071587
7.5,0.21,0.29,1.5,0.046,35,107,0.99123,3.15,0.45,11.3,6,"good",1,0.825428550190805
7.3,0.26,0.32,1.2,0.041,29,94,0.98978,3.07,0.45,12,6,"good",1,0.898930488834363
6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6,"good",1,0.568620522455475
6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6,"good",1,0.568620522455475
6.5,0.43,0.31,3.6,0.046,19,143,0.99022,3.15,0.34,12,8,"good",1,0.865241747490068
6.5,0.4,0.31,3.5,0.046,22,147,0.99024,3.15,0.31,12,7,"good",1,0.853783100395563
7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9,5,"bad",0,0.571818671883224
6.3,0.23,0.22,17.45,0.054,42,151,0.99853,3.12,0.6,9.3,6,"good",1,0.704138658920293
6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,6,"good",1,0.380267031904406
6.6,0.44,0.32,3,0.095,13,75,0.98954,3.1,0.63,12.8,6,"good",1,0.953183422537967
6,0.13,0.36,1.6,0.052,23,72,0.98974,3.1,0.5,11.5,7,"good",1,0.883739837839464
6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,5,"bad",0,0.595518279098256
6.3,0.18,0.22,5.6,0.047,45,147,0.99383,3.09,0.54,10,5,"bad",0,0.594816240793183
6.7,0.31,0.34,6.8,0.059,51,215,0.99538,3.33,0.56,10.3,5,"bad",0,0.618498744427124
6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,5,"bad",0,0.837598580885551
6.3,0.34,0.31,6,0.02,18,68,0.98981,3.22,0.29,13.4,7,"good",1,0.961526689650841
6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,6,"good",1,0.794718598909326
7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5,"bad",0,0.44918645700303
7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5,"bad",0,0.44918645700303
5.7,0.25,0.27,11.5,0.04,24,120,0.99411,3.33,0.31,10.8,6,"good",1,0.852746860110406
6.8,0.27,0.28,7.8,0.038,26,89,0.9915,3.24,0.34,12.5,6,"good",1,0.950751525548023
5.9,0.26,0.24,2.4,0.046,27,132,0.99234,3.63,0.73,11.3,5,"bad",0,0.900860767824206
5.9,0.65,0.23,5,0.035,20,128,0.99016,3.46,0.48,12.8,6,"good",1,0.967007254745716
7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5,"bad",0,0.44918645700303
6.6,0.23,0.32,1.5,0.041,8,72,0.98949,3.22,0.39,12.7,6,"good",1,0.905496562133859
6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,7,"good",1,0.821860161566572
6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6,"good",1,0.810380600972953
6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6,"good",1,0.810380600972953
5.9,0.27,0.27,9,0.051,43,136,0.9941,3.25,0.53,10.7,6,"good",1,0.832287316907361
6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9,6,"good",1,0.852540742726757
6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6,"good",1,0.810380600972953
6.8,0.26,0.29,11.9,0.052,54,160,0.99546,3.03,0.58,10.4,6,"good",1,0.812443448133751
7.1,0.13,0.29,15.5,0.064,56,115.5,0.99737,3.16,0.41,9.7,7,"good",1,0.81936751588081
6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,7,"good",1,0.821860161566572
6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,6,"good",1,0.588475994766438
5.8,0.24,0.28,1.4,0.038,40,76,0.98711,3.1,0.29,13.9,7,"good",1,0.968716094160011
7.6,0.48,0.31,9.4,0.046,6,194,0.99714,3.07,0.61,9.4,5,"bad",0,0.297977025209261
7.4,0.26,0.32,3.7,0.032,29,193,0.99134,3.1,0.67,12.5,6,"good",1,0.891474252574806
6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,6,"good",1,0.588475994766438
6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,5,"bad",0,0.499342210028021
6.2,0.32,0.5,6.5,0.048,61,186,0.9948,3.19,0.45,9.6,5,"bad",0,0.577332797570508
6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,5,"bad",0,0.499342210028021
6.3,0.34,0.52,6.3,0.047,63,186,0.99481,3.18,0.44,9.6,5,"bad",0,0.569025536335559
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,"good",1,0.302504414797188
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,"good",1,0.302504414797188
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,"good",1,0.302504414797188
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,"good",1,0.302504414797188
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,"good",1,0.302504414797188
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,"good",1,0.302504414797188
7.2,0.26,0.38,1.5,0.061,12,120,0.99192,3.18,0.46,10.4,5,"bad",0,0.670754022443729
7,0.31,0.35,1.6,0.063,13,119,0.99184,3.22,0.5,10.7,5,"bad",0,0.716778102695835
6.6,0.22,0.35,1.4,0.05,23,83,0.99019,3.17,0.48,12,7,"good",1,0.880982181760059
5.8,0.23,0.31,3.5,0.044,35,158,0.98998,3.19,0.37,12.1,7,"good",1,0.887954483171157
6.3,0.17,0.32,1,0.04,39,118,0.98886,3.31,0.4,13.1,8,"good",1,0.952458199428151
6,0.19,0.26,1.4,0.039,30,104,0.98998,3.32,0.41,12.4,6,"good",1,0.890635353877167
6.7,0.21,0.34,1.5,0.035,45,123,0.98949,3.24,0.36,12.6,7,"good",1,0.933655164396135
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,"good",1,0.302504414797188
6.6,0.22,0.37,1.6,0.04,31,101,0.99009,3.15,0.66,12,5,"bad",0,0.930884134812029
6.8,0.34,0.27,5.2,0.06,14,169,0.99252,3.27,0.57,11.6,6,"good",1,0.82316742827026
7.1,0.34,0.86,1.4,0.174,36,99,0.99288,2.92,0.5,9.3,5,"bad",0,0.535313197399186
6.3,0.24,0.22,11.9,0.05,65,179,0.99659,3.06,0.58,9.3,6,"good",1,0.629400209458997
6.9,0.35,0.39,2.4,0.048,25,157,0.99133,3.2,0.54,11.1,7,"good",1,0.833095218782781
6.8,0.24,0.33,3.2,0.049,68,161,0.99324,3.1,0.69,10.2,6,"good",1,0.745990111269147
6.4,0.25,0.33,1.7,0.037,35,113,0.99164,3.23,0.66,10.6,6,"good",1,0.835004771559309
5.8,0.19,0.33,4.2,0.038,49,133,0.99107,3.16,0.42,11.3,7,"good",1,0.86607450236116
6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,5,"bad",0,0.810220724112321
6.5,0.31,0.61,13,0.053,31,123,0.99708,3.09,0.5,9.3,6,"good",1,0.639393928055056
6.6,0.25,0.32,5.6,0.039,15,68,0.99163,2.96,0.52,11.1,6,"good",1,0.840590541035333
7.5,0.38,0.56,9.7,0.055,15,170,0.99605,3.13,0.65,9.9,6,"good",1,0.676962759065767
6.2,0.3,0.3,2.5,0.041,29,82,0.99065,3.31,0.61,11.8,7,"good",1,0.933328571364845
6.4,0.33,0.28,4,0.04,24,81,0.9903,3.26,0.64,12.6,7,"good",1,0.964245669698046
6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,5,"bad",0,0.810220724112321
7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,5,"bad",0,0.728993453729811
5.9,0.24,0.34,2,0.037,40,108,0.98948,3.19,0.5,12.3,6,"good",1,0.934337226145257
5.3,0.33,0.3,1.2,0.048,25,119,0.99045,3.32,0.62,11.3,6,"good",1,0.860145820994205
6.4,0.21,0.21,5.1,0.097,21,105,0.9939,3.07,0.46,9.6,5,"bad",0,0.441019609567086
7,0.22,0.3,1.4,0.04,14,63,0.98985,3.2,0.33,12,6,"good",1,0.884666155866118
7.8,0.27,0.35,1.2,0.05,36,140,0.99138,3.09,0.45,11.2,5,"bad",0,0.773601007130844
6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,6,"good",1,0.649369877160525
8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,6,"good",1,0.827228938603054
6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,6,"good",1,0.649369877160525
7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,8,"good",1,0.93900504762119
5.8,0.22,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,6,"good",1,0.934890118104555
6.3,0.3,0.48,7.4,0.053,34,149,0.99472,3.18,0.53,9.8,5,"bad",0,0.647239947409783
7.9,0.36,0.53,12.9,0.049,63,139,0.99792,2.94,0.45,9.1,5,"bad",0,0.575256282776565
8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,6,"good",1,0.827228938603054
8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,6,"good",1,0.866230390673413
6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6,"good",1,0.762181665545495
6.7,0.24,0.31,2.3,0.044,37,113,0.99013,3.29,0.46,12.9,6,"good",1,0.938732865749855
6.2,0.3,0.32,1.3,0.054,27,183,0.99266,3.3,0.43,10.1,5,"bad",0,0.463223408643566
6.9,0.26,0.38,10.5,0.044,33,139,0.99517,3.06,0.5,10.3,6,"good",1,0.735055931123102
6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6,"good",1,0.762181665545495
5.9,0.32,0.2,14.4,0.05,29,144,0.99666,3.24,0.41,10.3,6,"good",1,0.687290242350634
6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,7,"good",1,0.878557314724847
5.6,0.23,0.29,3.1,0.023,19,89,0.99068,3.25,0.51,11.2,6,"good",1,0.87186180504215
6.6,0.23,0.32,1.7,0.024,26,102,0.99084,3.29,0.6,11.8,6,"good",1,0.90241644512604
6,0.17,0.21,6,0.05,26,134,0.9939,3.08,0.54,9.8,6,"good",1,0.514411647730057
7.1,0.38,0.42,11.8,0.041,32,193,0.99624,3.04,0.49,10,6,"good",1,0.608202353382427
6.6,0.31,0.37,6.2,0.052,13,164,0.99602,3.24,0.39,8.8,4,"bad",0,0.222493114714924
6.5,0.38,0.53,1.4,0.142,5,69,0.9926,3.14,0.52,10.1,4,"bad",0,0.539132856930353
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5,"bad",0,0.540901739221207
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5,"bad",0,0.540901739221207
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5,"bad",0,0.540901739221207
6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,4,"bad",0,0.326206343582473
8,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2,6,"good",1,0.882054805630841
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5,"bad",0,0.540901739221207
6,0.19,0.29,1.2,0.046,29,92,0.99033,3.22,0.53,11.3,6,"good",1,0.863895827854515
6.3,0.28,0.34,8.1,0.038,44,129,0.99248,3.26,0.29,12.1,6,"good",1,0.900630537601008
6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,4,"bad",0,0.326206343582473
5.3,0.43,0.11,1.1,0.029,6,51,0.99076,3.51,0.48,11.2,4,"bad",0,0.832361518881338
5.4,0.22,0.35,6.5,0.029,26,87,0.99092,3.29,0.44,12.5,7,"good",1,0.94467974184458
6.2,0.345,0.27,10.1,0.056,38,187,0.99486,3.31,0.56,10.6,5,"bad",0,0.815754518806314
5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4,7,"good",1,0.907652484489198
5.2,0.2,0.27,3.2,0.047,16,93,0.99235,3.44,0.53,10.1,7,"good",1,0.748623632050536
6.2,0.29,0.23,12.4,0.048,33,201,0.99612,3.11,0.56,9.9,6,"good",1,0.627107613266179
6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,6,"good",1,0.760661844582647
6,0.22,0.23,5,0.045,10,122,0.99261,2.94,0.63,10,6,"good",1,0.580565407573764
7.5,0.35,0.37,2.5,0.066,29,89,0.98964,3.14,0.42,12.7,6,"good",1,0.951968983274927
6.6,0.39,0.28,9.2,0.036,10,92,0.99206,3.07,0.35,12.1,6,"good",1,0.897172040320957
6.3,0.23,0.33,6.9,0.052,23,118,0.9938,3.23,0.46,10.4,6,"good",1,0.716007816343968
6.3,0.22,0.3,2,0.05,23,120,0.99204,3.24,0.47,10.4,6,"good",1,0.664933537997172
6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5,"bad",0,0.644548515721107
6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5,"bad",0,0.644548515721107
7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5,5,"bad",0,0.7765669850056
6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5,"bad",0,0.644548515721107
5.7,0.28,0.36,1.8,0.041,38,90,0.99002,3.27,0.98,11.9,7,"good",1,0.974471440914241
6.5,0.26,0.24,10.8,0.042,47,130,0.996,3.08,0.4,10.1,6,"good",1,0.564197392952898
6.4,0.27,0.29,3.9,0.034,62,140,0.99237,3.1,0.59,11.1,6,"good",1,0.812682312688365
5.9,0.22,0.29,4.2,0.037,69,144,0.99214,3.13,0.74,10.8,7,"good",1,0.888295653494084
6.8,0.26,0.26,2,0.019,23.5,72,0.99041,3.16,0.47,11.8,6,"good",1,0.884465127495562
7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2,5,"bad",0,0.574427048471099
7.6,0.35,0.47,13.3,0.037,42,116,0.99822,3.04,0.5,9.2,5,"bad",0,0.558250151043975
5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,6,"good",1,0.900388367585548
6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,6,"good",1,0.519237915305075
5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,6,"good",1,0.744124079456403
5.5,0.23,0.19,2.2,0.044,39,161,0.99209,3.19,0.43,10.4,6,"good",1,0.518492550332973
6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6,"good",1,0.803509839055168
7,0.24,0.24,1.8,0.047,29,91,0.99251,3.3,0.43,9.9,6,"good",1,0.694888881984408
6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6,"good",1,0.803509839055168
5.3,0.47,0.1,1.3,0.036,11,74,0.99082,3.48,0.54,11.2,4,"bad",0,0.839294273259985
7.5,0.29,0.24,9.9,0.058,25,115,0.99567,3.15,0.46,10.9,5,"bad",0,0.679413056478699
6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5,"bad",0,0.358753085091115
6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5,"bad",0,0.358753085091115
5.8,0.32,0.23,1.5,0.033,39,121,0.9887,2.96,0.35,12,5,"bad",0,0.855703906081473
5.8,0.3,0.23,1.5,0.034,37,121,0.98871,2.96,0.34,12.1,6,"good",1,0.847744459644991
3.8,0.31,0.02,11.1,0.036,20,114,0.99248,3.75,0.44,12.4,6,"good",1,0.965166062281087
6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,6,"good",1,0.847173040594802
6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,7,"good",1,0.923685069835909
6.9,0.52,0.54,7.9,0.036,23,169,0.99267,3.26,0.47,12.2,6,"good",1,0.918322107605275
7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,6,"good",1,0.877801332406104
5.8,0.2,0.16,1.4,0.042,44,99,0.98912,3.23,0.37,12.2,6,"good",1,0.917469850395733
6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,6,"good",1,0.847173040594802
6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,7,"good",1,0.923685069835909
6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,7,"good",1,0.924563924101488
5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,6,"good",1,0.863641558434122
7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4,5,"bad",0,0.500727341346878
6.6,0.21,0.3,9.9,0.041,64,174,0.995,3.07,0.5,10.1,6,"good",1,0.749932618228398
6.9,0.42,0.2,15.4,0.043,57,201,0.99848,3.08,0.54,9.4,5,"bad",0,0.559609422275051
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,"good",1,0.537652561397159
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,"good",1,0.537652561397159
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,"good",1,0.537652561397159
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,"good",1,0.537652561397159
5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13,7,"good",1,0.972075534782365
7.2,0.22,0.35,5.5,0.054,37,183,0.99474,3.08,0.5,10.3,5,"bad",0,0.448155852613708
5.6,0.18,0.29,2.3,0.04,5,47,0.99126,3.07,0.45,10.1,4,"bad",0,0.6259498608626
6.2,0.24,0.27,16.8,0.04,48,129,0.99691,3.23,0.38,10.5,6,"good",1,0.858343265045457
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,"good",1,0.537652561397159
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5,"bad",0,0.80724241927377
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5,"bad",0,0.80724241927377
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6,"good",1,0.764924221093254
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6,"good",1,0.764924221093254
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6,"good",1,0.764924221093254
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6,"good",1,0.764924221093254
7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,5,"bad",0,0.47553803359708
7,0.2,0.33,4.7,0.03,25,76,0.99202,2.88,0.54,10.5,6,"good",1,0.769354897648339
6.6,0.26,0.27,11.8,0.048,28,112,0.99606,2.87,0.49,9.7,6,"good",1,0.498029837750815
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5,"bad",0,0.80724241927377
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,"bad",0,0.799811521893995
6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6,"good",1,0.809616930916422
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,"bad",0,0.799811521893995
7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8,5,"bad",0,0.767373504644303
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,"bad",0,0.799811521893995
6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6,"good",1,0.809616930916422
7,0.2,0.35,8.8,0.037,31,103,0.99388,3.13,0.49,11,6,"good",1,0.85237236625435
5.6,0.26,0,10.2,0.038,13,111,0.99315,3.44,0.46,12.4,6,"good",1,0.912674984659181
6.3,0.28,0.3,6.6,0.208,60,154,0.99478,3.1,0.4,9.4,6,"good",1,0.48610095399815
6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4,5,"bad",0,0.494566265265663
7.2,0.34,0.23,8.9,0.105,22,155,0.99692,3.01,0.58,9.5,5,"bad",0,0.278695021696484
7.1,0.39,0.39,11.1,0.034,25,204,0.99616,3.05,0.52,10,6,"good",1,0.550875758247342
6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6,"good",1,0.924807042991246
6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,6,"good",1,0.764159199076267
5.9,0.25,0.24,7.4,0.044,21,113,0.99462,3.38,0.58,10.5,6,"good",1,0.725801496862062
6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,6,"good",1,0.83619768507125
6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11,7,"good",1,0.845414327995339
6.2,0.26,0.29,2,0.036,16,87,0.99081,3.33,0.61,11.8,6,"good",1,0.900027103434028
6.6,0.34,0.25,4.8,0.038,16,121,0.99198,3.36,0.71,12.6,6,"good",1,0.92858019583594
5.6,0.225,0.24,9.8,0.054,59,140,0.99545,3.17,0.39,10.2,6,"good",1,0.582354874361019
7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12,5,"bad",0,0.876201593309368
6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6,"good",1,0.924807042991246
6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,6,"good",1,0.903017202644069
6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,7,"good",1,0.901152923018764
6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.8933333333333,7,"good",1,0.954222078901895
7.2,0.585,0.2,10.4,0.086,17,94,0.99681,3.13,0.4,9.4,5,"bad",0,0.416255188214111
