SYMBOL,ACHROMOSOME,normal1,normal2,normal3,normal4,normal5,normal6,normal7,cancer1,cancer2,cancer3,cancer4,cancer5,cancer6,cancer7
MYL9,20,479.7,200.5,1015.3,1065.7,152.4,1293.6,907.2,138.7,313,1105.6,1177.9,8661.2,64.1,449.3
ATRX,X,81.8,167.1,370.4,116.5,381.9,312.8,221,85.5,141,104,50.2,140.9,111.4,235.9
ATRX,X,2764.9,1491.7,813.2,570.1,1367.2,1292.3,1301.7,1508.8,2414.2,3032.3,3360.9,1199.6,2126.5,2372.7
ATRX,X,5.1,32.9,25.4,8.7,35.8,56.7,231.7,26.9,35.1,5.4,25.8,32.6,21.8,94.3
PRCC,1,565.6,142.3,1002.5,508.5,245.3,181.9,509.8,745.8,590.1,674.6,715.7,643.3,955.2,797.5
RNF11,1,1828.6,583.5,376.4,71.3,80.4,535.8,436.9,880.3,874.4,2918.4,839.5,2156.9,831.3,400.6
PAPPA2,1,17.1,364.4,49.3,61.7,106.5,183.3,321.1,50.8,8.8,7.6,14.6,84,11.4,39
COIL,17,241.5,492.1,54.9,333.8,82.3,52.1,366,410.3,444.7,240.9,173.6,233.9,357.7,370
COIL,17,102.7,24.8,32.4,39.2,54.9,30.5,53.1,88.4,77.7,63.4,44.5,33.8,33.3,95.1
GADD45G,9,587.7,550.9,919.6,601.4,173.7,102.8,437.7,839.3,210,178.1,221.3,721.7,391.6,77.5
PSMD3,17,1539.2,928.4,2536,1153.2,1336.2,1175.2,1172.2,1361.3,1755.1,926,876.7,968.3,1879.5,1147.8
RFPL3-AS1,22,224.5,82.8,51.9,79.5,18,22.8,115.4,415.3,189.6,142,66.7,12.4,58.3,113.3
NA,NA,121,1826.3,1150.3,284.1,1086.4,777.1,920.6,114.3,73.2,34.3,119.2,223.1,46.8,43.6
ATF5,19,248,929.1,83.7,536.9,1119.7,1141.5,1180.9,309.9,405.4,197.6,355,601.9,291.2,391.7
SH3GL1,19,211.4,240.4,101.2,1003.8,109.4,630,395.5,333.5,336.6,403.8,193.5,221.1,552.9,308.6
PDHB,3,1077.2,702.3,699.5,348.4,117.3,618.3,573,1423.3,1964.6,1397.1,891.7,872.2,1438.8,1469.5
C17orf75,17,8.5,399.3,170.3,180.3,906.8,218.9,314.7,64.6,65.5,3.4,13.6,127.9,54.2,150
GTF2H5,6,1433.6,502,46.9,727.4,131.1,574.6,406.7,741.5,756.3,840.9,696.9,712.8,576.1,445.1
KIDINS220,2,3857.3,1083.5,1301.8,980,690.5,1743.5,1543.9,1766.7,2260.6,3143.7,2106.2,3036.7,2881.8,593.3
ARIH2,3,1475,1632.7,1453.5,725.9,2243,1326.8,1211.2,1280.9,1947.4,1365.8,1911.7,973.2,1400.6,1075
ISCU,12,2756.7,1124.7,1352.8,719.9,703.7,748.3,1113.2,2195.3,3218.8,1931.9,2871.6,3075.4,2956.6,1853.9
SERPINH1,11,4606.2,3743,481.3,1467.9,1782.4,2058,3001.5,5290.1,2064.1,4390.5,3430.3,1510.6,2120.8,2549.7
SERPINH1,11,1672.1,1282.1,2567.1,574.2,444.4,1082.2,1181.5,653.5,271.5,1114.3,620.7,483.6,295.4,394.8
ZBED1,"X, Y",2317.5,7509.1,4099.6,4817,5065.1,4086.3,4678.2,2741.9,2939.9,3888,2688,2737.6,2386.3,1969.9
SEC61G,7,1298.9,494.1,428.2,360.4,119.4,73.7,525.7,1667.3,1275.1,1220.1,1631.2,1296.3,702,539
CD59,11,1934.1,1492.3,2400.6,1610.3,332,997.3,602,684.7,283.3,2533.5,1811.2,4366.5,640.7,185.7
CTNNBIP1,1,39.1,121.5,80.8,40.1,48.2,50.6,71.7,29,33.2,56.2,167.9,613.1,190.4,20.9
ADO,10,1230.9,403.9,52.7,19.4,67.4,51.7,47,343.2,251.9,313.1,515.8,332.8,502,249.6
FBL,19,5585.1,672.8,894.6,2107.2,582.6,1276.5,1738.5,4522,3998.2,1552.4,3396,1310.5,2644.2,1693.9
NCOA4,10,853.2,524.2,549.3,380.8,414.7,240.2,285.2,600.2,909.9,1117.2,306.3,1313,1915.5,717.4
PFKP,10,1251.1,112.6,300.8,247.7,66.5,187.7,487.7,1609.5,1751.1,659.6,957.9,252.9,427.4,293.6
CEL,9,44.9,42.1,870.2,440.5,49.4,43.7,61.9,257.1,47.2,100.7,11.6,8.8,45.7,80.6
CEL,9,22.6,78.7,132,85.5,96.6,77.9,96,74.9,15.1,19.1,14.1,49.4,40.5,24.4
RTN1,14,51.3,238.3,69.2,39.8,46.2,16.7,144.3,69.5,29.3,69.3,10,156.5,247,11.2
PRG2,11,203.8,588.2,247.7,288.2,632.8,216.3,360.1,77.3,113.5,54.1,67.2,250,104.8,37.2
FUS,16,2275.8,68,152.7,313.5,57.4,184,766.2,5445.7,4496.4,694.4,2312.2,979.8,5773.2,4841.4
NA,NA,28.6,109.1,762.9,80.2,234.9,191.3,96.3,202.7,30.7,60.4,112.2,46.8,214.1,179.9
EMP3,19,1493.2,300.4,89.1,5670.4,196.7,911.6,1361.1,1154.9,1042.7,1001.3,3265.9,493.4,3013.2,4630.4
CDK16,X,420.5,541,70.7,2480.4,75.1,350.7,153,543.2,552.3,454.4,459.4,292.5,919,937.1
TCEB2,16,7183.5,1684.8,688.5,21344.8,676.1,2645.7,4274.9,7282.9,4063.9,3928.5,8545.9,8345.6,6430,8346.8
WDR45L,17,292,401,1003.6,263.6,98.7,171.8,123.5,1229.6,1482,547.4,121.1,303.5,1036.3,890.4
NA,NA,75.4,11,29.6,10.8,34.9,21.3,53.2,7.7,36.8,4.5,17.8,9,7.4,26.6
RUNX2,6,78.9,1222.8,1058.8,107.7,1107.5,805.8,820.6,108.6,58.7,10.4,104.4,247.7,44.7,258.2
GUCY2F,X,23,57.6,111.8,28.2,253.3,60.3,288.9,7.9,6.5,3.9,18.5,19.3,12.1,73.9
KCNC4,1,22.9,189.8,163.9,28.4,152.6,79.5,140.8,21.9,80,26.1,60.3,54.5,76.1,32.6
SLC25A42,19,196.6,866.1,276.5,123.2,1081.8,235.4,726.2,297,561,143.3,409.5,403.8,473.8,474.3
NA,NA,28.7,490.1,171.1,98.1,137,195.4,106.6,35.4,18.4,14.9,151.5,39.9,16.5,35
NA,NA,107.4,656,141,275.4,1149.2,342.6,617.6,41.5,37.1,34.6,49.3,20.1,36.6,95.7
NA,NA,114.3,50,362.8,300.1,91.5,36.4,47.1,7.3,15,7.2,5.7,13.3,11.1,12.6
NA,NA,23.6,417.2,207.8,247.4,419.4,455.4,317.8,43.8,33.8,91.6,26.4,78.9,71.4,20.3
NA,NA,18.1,395.4,42.1,95.6,70.6,283.1,89.6,13.3,47,9.4,17.8,42.4,15.5,19.1
LRIG1,3,197.1,988,539.2,283.4,1826.6,842.7,774.8,261.3,237.1,147.6,224.5,234.5,137.8,340.8
NA,NA,89.2,641.4,541.5,614.6,1237.8,1043.7,655.2,144.2,153.8,109.4,77.7,165.8,150.1,222.6
TTC15,2,66.5,1613.1,523,99.1,402,741.1,716.3,250.3,188.4,47.2,225.2,156.2,54.6,79.6
ACVR1B,12,454.9,1253.2,1055.7,626.1,1089,528.7,608,242.1,256.6,132.3,343.9,393.8,215.8,17.1
PPP5C,19,195.4,906.7,664.1,67.9,1116.9,415.4,327.7,223.7,420.3,15.8,45.8,176.9,226.5,149
NA,NA,36.6,530.1,729.2,128.4,1096.2,667.8,644.2,109.1,80.7,39.2,17.8,182.1,84.8,135.8
NA,NA,13,23.8,113.5,29.7,345.8,280.1,139.1,17.7,9.3,9.2,11.5,47.7,30.4,20.6
TRAF3IP1,2,228.8,921.4,514.6,133.4,1690.6,546.3,1115.9,76.7,61.3,39.2,71.5,117.5,43,31.8
C14orf132,14,11,50.4,494.7,44.8,59,170.4,18.5,75.4,6,9,8.4,8.4,41.1,5.6
NA,NA,104.9,282,633.4,25.9,281.1,203.6,152.4,30.5,28,19,23.8,103.4,10.6,89.8
GDPD5,11,20.5,72.3,45.6,16.7,565.9,94.4,296.1,34.6,37.4,32,9.1,73.5,56.8,15.1
ACAN,15,10.6,32.3,792.6,248.7,291.8,56.1,19.6,58.1,9.2,142.6,62,20.1,10.7,93.5
ACAN,15,59.1,45.4,200.7,86.6,53.6,48.4,40.4,21.2,9.6,7.5,24,37.9,11.8,54.4
PPBP,4,12.8,112.9,563,232.9,23.7,55.8,167.4,70.3,59.4,3.3,57.2,60.7,35.9,20.5
PPBP,4,17.6,104,60.5,301.1,256.7,132.8,81.4,44.2,37.6,24.8,9.2,24.7,6.4,46.7
FUT4,11,180.1,498.9,882.8,212,593,358.2,500.9,149.2,178.5,131.5,257.7,165.7,109.6,261.2
CCDC94,19,400.9,237.7,70.6,1982.8,327,158.7,623.8,305.4,402.1,236.8,428.2,215.6,435.7,438
ZNF415,19,197.5,46.3,315.7,17.3,359.5,156.2,90,148.9,284.6,191.2,107.2,138.7,103.1,264.5
PAK7,20,53.9,8.4,52.5,62.6,98.4,205.9,66.9,5.5,11.4,1.5,4.6,52,11.5,9.1
NA,NA,23.8,141.1,125.9,73.8,87.5,88.1,57.7,10.9,12.6,55.9,18.1,40.5,21.1,38.5
NPPB,1,52.5,66.5,79.9,307.5,120.4,121.3,143.7,13.4,8.8,27.1,69.7,69.9,16.4,19.3
UNC93A,6,9.5,28.4,96.2,15.6,252.2,89.5,49.6,24.6,8.1,7.5,34.7,102.4,4.4,68.7
RASGRF1,15,135.1,315.2,561.3,136.5,413.5,242.5,208.7,146.7,144.8,230.4,53.1,63.1,40.7,86.2
ZNF23,16,77.5,61.6,45.9,54.8,60.1,116.2,43.2,201.9,143.8,174.1,47.4,56.2,151.2,94
CEBPG,19,175.9,47.6,466.2,19.6,52,30.6,108.1,142.3,88.3,70.4,73.5,175.6,20.3,83.8
SCGB1A1,11,157.4,74,347.2,389,710,428.4,322,153.3,69.5,56.9,19.1,21848.2,33.1,90.5
LILRB2,19,5.2,26,24.3,260.5,38.4,22.2,18.5,5.5,3.5,5.3,13.6,9.7,4.1,7.9
PIK3C2G,12,76.7,241.9,292.6,338.3,409.1,329.5,248.9,18.2,36.2,7.7,10.7,84.8,25.6,14.3
HEATR8,1,233.2,157.9,491.6,481.3,424.3,126.1,303.1,204.2,266.7,320.1,308.9,186.1,188.3,125
ARAP2,4,45.2,114.1,747.4,28.6,142.3,87.2,55.8,18.8,10.8,26,20.2,658.2,14.5,22.8
AGPS,2,200.8,400,694.7,384.8,1250.3,1158.9,888.3,239.3,303.6,118.4,150.4,183.5,153.9,179.2
CD3G,11,19.1,32.2,117.5,35.1,75.9,31.3,48.4,4.3,3.1,6,9.5,13.6,7,10.7
PTPRT,20,23.6,249.8,182.6,72.6,361.4,360.5,394.2,65.5,31.8,12.8,17.6,219,12.5,34.9
NEMF,14,9.7,34.9,86.6,48.2,60,331.8,33.9,64.1,127.2,5.9,32.6,90.7,178.8,218.1
NEMF,14,49.9,1170.8,340.2,229.4,1565.5,1057.2,1013.1,102.4,187.6,159.8,113.2,233.8,146.9,301.3
APOBEC3B,22,118.2,118.3,1010,75.4,174.3,382.8,216.5,279.2,34.3,148.2,168.6,37,247.5,193.3
CHD1,5,265.5,349.9,388.5,15.7,579.7,567.9,270.6,565.3,682.8,413.4,224.8,302.9,639.8,1108
LIMS1,2,47,236,142.8,154.7,262.8,276,136,33.2,34.1,36.7,3.6,64.7,23.8,133.1
MRE11A,11,250.3,23.4,169,196,413.4,225.8,107.9,147.6,131.3,128.8,138.7,71.2,58,72.6
NA,NA,140.8,183.3,211.4,318.5,191.7,150.6,61.7,33.4,43.8,142.7,216.6,62.9,24.5,97.3
ARMC6,19,41.7,93.6,75,75.4,52.7,94.2,50,40.9,451.2,19.9,41.9,32.5,219.9,80
FAAH,1,565.9,182.4,968.9,2271.2,184.7,203.8,408.7,440,571,272.7,955.7,724.4,336.6,767.6
MAPKAPK3,3,79.5,186.1,984.8,238.1,286.8,309.3,271.3,67,218.5,70.2,90,173.1,73,224.1
NAT6,3,316.4,686.2,886.2,1115.8,667.6,379.9,597.6,235.1,433.2,314.4,636.3,100.4,355.6,471.7
CD8B,2,104.2,2578,739.7,1310,2875.5,2483.7,1494.7,240.4,280.8,543.3,439.9,347.8,279.6,541.2
NRXN1,2,135.7,583.7,977.4,277.2,992.7,1217.4,718.6,38.5,205.3,152,137,115.1,55.5,117.2
CA1,8,81,477.7,953.5,53.8,1235,1003.1,459.5,143.3,73.6,154.3,74.1,170.8,81.3,416.2
SYT5,19,423.4,1650.9,929.5,1840.8,558.4,1577.6,777.9,309.1,492.6,349.5,729.4,335.8,411.5,712.6
PSIP1,9,1794.8,313.2,593.8,3120.5,277.6,762.3,1203.2,4400.7,2999.7,2626.5,2225.6,1453.2,3160,4502.6
RAB4A,1,83.4,25.3,806,119,96.5,384.7,145.8,109.7,170.3,106.5,63.3,277.9,20.9,258.4
LPCAT3,12,485.1,1587.2,448.9,663.7,2649.4,1535.1,1198.2,511.6,643.6,374.4,660.4,466.2,391.4,875.2
STAG1,3,54.9,19.5,28.8,102.4,345.9,54.6,104.2,84.9,336.9,108.1,57.7,19.5,286.9,243.2
NA,NA,4.4,26.6,123.3,18.1,155.9,136.4,26.9,22.3,9.4,89,18.2,251.2,77.3,12
AQP3,9,147,738,510.8,28.2,298.2,408.1,430.3,192.8,70.6,204.7,482.3,3308,64.2,97.9
AQP3,9,67.8,257.7,206.4,193.3,324.3,291.9,153.7,47.5,104.1,34.3,56.3,104,38.4,71.8
NOV,8,17,105.9,38.6,50.1,216.8,223.8,210.7,53.4,7.4,42.5,51.8,46.8,4.9,54.7
CCNC,6,109.4,54.9,155.5,190.7,69.6,180.3,50.7,175.5,336.7,70,6.4,24.3,177.4,465.1
SUCLG2,3,42.8,282.3,117.4,28,52.3,382.7,137.7,51.8,95,4.5,6,56.6,42.2,156.3
RALA,7,162.2,168,621.4,363.3,475.2,385.4,304.1,200.4,173.4,207.7,139.1,317.3,245.3,330.9
RAI14,5,23.1,105.6,328.2,129.4,504.5,489.3,687.8,107.2,62.6,31.6,177.8,310.2,30.2,69.9
PROC,2,16.9,398.7,905.8,92.8,844.7,223.2,554.1,7.7,20.4,14.7,6.3,212,17.6,24.3
KLF12,13,43.4,53.4,255.7,339.7,260.1,254,127.1,12.3,12.9,17.9,6.1,73.7,9.7,172.4
KLF12,13,145.7,240.4,42.2,71.6,294.8,63.9,234,86.1,106.5,102.4,4.4,87.4,18.9,128.5
RNF126,19,363.9,457.2,1380.3,165.9,67.1,69.2,204.1,334.3,612.3,216.9,361.4,246.6,524.9,530.7
NA,NA,20.7,25.4,124.2,183.7,57.2,25.4,10.5,2.3,3.2,1.3,30.9,6.6,2.9,6.8
SLC16A4,1,167.8,15.9,271.2,18.6,180.6,153.2,191.8,118.1,4.2,132.3,56,375.1,426.2,146.5
ZBTB48,1,932.9,37.4,731.4,3930.8,54,487,250,807.1,593.2,791.1,1541.7,652.6,676.1,665.1
SAC3D1,11,573.3,251.2,1101.8,992.8,1257,1316.1,1428.2,818.5,553.3,544.5,1319.2,576.1,868.9,674.2
OAS2,12,649.9,1474.4,685.3,703.8,2608,1738.2,1230.6,321.6,308.5,425.1,500,620.2,835,321.2
OAS2,12,83.8,82.1,618.5,389.3,289.8,92.9,429.9,107.1,54.8,79.9,111.7,23.3,66.6,19.6
ERAP1,5,26.8,21.1,46.3,81.1,483.8,437.3,263.1,33.1,12.3,6.2,13.3,7.8,23.1,18.9
KCND3,1,106.9,303.2,52.4,35.4,610.3,297.3,411.3,12.7,34.3,72.1,77.2,151.5,9.4,64.3
PGM3,6,124.8,141,455.2,218.7,91.4,399.8,105.9,120.4,151.8,98.3,109.8,66.7,90.7,104.2
KCNF1,2,81.2,87.6,144.2,124.5,153.4,90.3,76.1,35.7,28.6,20.1,42.5,43.2,28.7,97.7
RFC3,13,68.9,195.4,623.3,18.6,208.7,42.8,50.9,161.8,240.9,113,89.1,22,105.7,330.3
CLEC4M,19,7.3,491,40.5,13.6,164.1,117.7,82.3,11.2,9.5,10.8,8.6,232.7,16.1,27.8
NA,NA,1104.1,186.1,736.8,465.8,131.9,308,146.8,93.7,19.9,162.2,12080.5,30.5,205.3,55.6
RAB4B,19,29.2,359.2,1031.9,330,172.4,127,331.1,56.8,267.9,86.9,15.3,56.6,180.3,391.2
ODZ1,X,1715.4,139,35.5,47.5,494.7,282,156.8,1231.2,3864,331.7,3394.8,130.1,34.4,2120.4
NUP62,19,260.6,831.8,50.9,734.7,813.6,800,507.5,240.2,399.3,210.6,368.6,319.3,365.1,731.2
CACNA1D,3,4.7,43.7,118.2,31.5,68.3,180.6,201.5,7.5,14.7,4,8.4,63.5,7,18.8
CACNA1D,3,177,483.7,221.3,248.4,308,540.3,441.1,163.1,359.1,255.8,134.3,235.4,157.4,390
OSMR,5,114.4,726.5,95.9,50.8,844.5,373.1,343.7,73.2,311,128.6,123.5,38.5,121.3,279.9
TGM4,3,42.8,260.4,164.1,221,670,324.1,223.3,53.8,60.3,50.9,43.2,120.9,57.5,90.3
BMP6,6,104.9,29.6,641.3,85.2,55.1,87.5,38.8,53.7,457.4,268.1,20.3,95.2,18.6,153.8
CNPY3,6,82.3,226.8,44.4,98.4,467.1,662.6,54.9,111,317.4,46.3,45.2,232.5,317.9,492.4
ARHGEF11,1,166.4,508,154.7,387.6,554.8,356,496.3,225,446.8,195.8,154.2,245.6,284.7,439.1
DNAJC24,11,16.9,34,124.1,32.9,93,14.6,30.6,44,64.3,35.3,26.6,21.3,20.8,88.8
SHROOM2,X,741.5,771,97.6,924.7,919.3,1252.3,1235.5,238.5,268.2,1226.7,318.3,611,645,520.5
NA,NA,50.7,56.5,43.8,161.8,74,341.6,70.8,41.8,38.2,3.3,8.2,137.4,19.7,40
PCYT1A,3,66.6,555.9,1135.1,784.1,167.2,511.6,59.1,231.2,138.1,114.2,186.2,131.2,69.1,191.1
TOB2,22,104.3,170.9,95.2,112.6,134.8,1263.1,603,16.8,30.4,21.3,35.5,1386.8,1624.2,1312.4
LOC100131825,1,17.3,273,609.4,229.7,389.6,98.8,223.7,77.5,12.1,73,16.7,28.8,44.6,143.6
CADM3,1,452.2,1007.2,315.4,808.4,1693.9,361.9,299.5,109.7,267.5,301,110.2,221.5,193.6,228.6
SREK1IP1,5,80.7,110.6,226.1,58.6,200.8,305.5,134.5,53.8,55.2,39.3,48.8,12.5,18.6,109.1
SERBP1,1,362,1880.5,231.6,519.6,1769.1,1548.3,1170.4,440.4,471.3,423.1,287.7,382,351.9,910.8
PHKA1,X,36.8,202.5,64.6,59,213.6,119,157.7,402.7,61.1,197.1,32.9,229.7,42.9,40.9
TRIM24,7,154.3,227.1,89.3,28.3,176.9,37.9,169.1,85.8,61.5,87.5,75.7,102.6,56.4,100.7
B3GALNT1,3,29.4,20.3,358.9,310.5,99.9,76.4,34.4,20.5,317.2,15.3,37.8,26,4.8,87.4
NR2F1,5,140.7,427.4,1053,311.1,698.2,679.4,325,200.2,138.8,64.5,33.4,388.2,35.3,500.1
SORBS2,4,19.2,12,964.5,44.6,9.6,16.1,70.9,12.6,1.7,2.8,5.9,202,5,11.8
LINC00342,2,248.6,177.5,78.5,86.2,459.7,437.6,89.6,56.1,571.3,212.6,259.5,69.5,134.6,259.5
MAB21L1,13,6.7,30.3,187.3,13.1,113.6,44.1,40.1,1.4,7.8,1.8,4.3,11.8,5.3,14.5
ST3GAL6,3,201.9,84.3,557.1,31.7,403.2,351.8,172.5,290.7,42,172.1,29.2,175.4,90.4,96.2
FASTKD2,2,335.4,158.3,148.5,66.7,81.5,111.8,67.5,192.7,183.4,203.7,127.5,54.5,98.6,128.3
PPP5C,19,51.8,375,550.1,289.2,550.5,252.6,210,248,375.8,41.1,85.7,133.3,264.2,197.9
CALML3,10,165.7,303.6,139,81.3,314.7,471.2,97.9,63.3,9.4,19,39.8,21.8,13.1,23.3
CAPN3,15,450.3,714.1,246.7,442.2,285.7,132.7,88.6,176.3,213.2,578.5,377.9,636.9,230,108.3
DSC2,18,50.7,170.9,63.4,31.9,387.9,40.4,207.3,8.8,43.9,31.4,60.4,13.5,25.6,65.6
BTRC,10,47.5,147.1,102.4,83.6,165.1,110.9,88.3,23.2,35.9,140.1,86.7,56.6,73.7,37.3
BTRC,10,356.3,574.8,123.8,90.9,941.1,451.2,306.5,304.8,137.4,268.1,278.9,124,157.4,61.8
BTRC,10,195.1,1033.4,895.1,318.5,923.3,620.7,264,179.5,156.3,200.2,127,181.3,174.7,203.6
PRSS16,6,295.2,972.3,897.8,454.3,1632.6,1336,934.1,418,189.5,190.2,191.4,647.7,182.6,196.5
CLTB,5,409.1,54.8,855.1,1069.8,139,138.7,308,172.6,270,560.4,345,575.7,299.3,384.1
CLTB,5,543.1,2013.3,2403.6,1909.5,2369.6,2062.5,1828,515.7,562,885,978.2,842.2,383.5,784.3
BDKRB2,14,33.3,108.2,106.7,307.7,116.4,138.9,101.7,71,107.3,142.4,97.8,16.5,105.8,64.5
BDKRB2,14,145.7,332.1,690.6,36.4,473.9,555.6,288.8,121.5,65.2,104.2,176.1,367,84.1,238.4
FOLR1,11,47.2,70.5,152.7,59.2,194.9,96,117.8,15.7,37.1,17.6,64.8,801.7,24.3,133
NA,NA,4.1,14.3,26.2,15.3,108.4,15,23.6,3,2.3,4,26.5,38.8,6.1,6.8
WNK1,12,59.1,297.1,77.4,125.4,487.3,564.6,437.9,47.4,51,53.3,10.2,134,88.5,247
ACVR2B,3,128.9,119.4,198.8,34,143,305.4,49.7,40.9,45.3,41.9,78.6,21,236.8,145.9
ANGPT1,8,215.7,1061.9,1250.6,315.3,1530.8,1584.5,1132.1,209.1,108.5,196.5,212.1,434.5,89.2,162.5
RAB40C,16,31.9,143.9,228.6,368.5,179.4,339.2,148.3,28.2,93.8,18.2,41.4,37.6,245,95
CMAHP,6,150.6,246.8,751.9,157.1,874.1,693.2,290.6,68.4,212.1,1023.2,331,1642.3,115.4,278.6
TCL1A,14,325.6,759.8,1440.8,840.9,1077.6,966,593.1,178.2,215.1,123.4,266.3,129.4,164.2,276.3
LCP2,5,78.3,190.2,316.7,53.4,351.6,161.7,111.7,206.2,23.3,102.4,55.7,107.5,57,130.6
CASP1,11,16.4,151.5,48.3,157.2,50.2,48.4,25.2,5.6,7.7,68.2,64.5,101.4,194.8,14.7
GABRA5,15,7.4,729.3,70.9,62.9,55.3,351.2,88.9,22,84.4,26.4,7,26.8,12.8,11.2
KLHL25,15,412.8,267.9,180.3,1561.3,387.4,218.8,228.8,529.1,281.4,253.3,475.2,371.9,175.7,84.3
INPP5E,9,801.8,697.6,154.5,166.3,215.4,319.4,756,1956.4,1492.1,1371.1,1008.1,689.2,1367.2,1194.6
PGAP1,2,4146.5,453.2,68.2,1788.5,464.9,608,472.6,1303.7,70.2,2113.4,1658.5,191.3,1450.3,4402.1
LEFTY2,1,66.9,165.3,485.6,59.5,319,103.3,76.9,18,15,145.6,16.6,50.1,25.2,117
ATP6V0A1,17,110.5,310.7,331.9,2050.4,422.5,402.9,360,84.7,355.2,386.8,1627.1,699.5,807.4,195.7
PXDN,2,402.9,1907.2,2098.4,1146.5,2235.8,2867.3,1649.5,387.7,1278.6,241.6,586.3,889.4,416.1,1395.7
HMGCR,5,214.1,302,331.3,172.2,412.1,346.4,208.4,410.5,235.8,300.6,303.1,528,596.1,432.4
ACTN1,14,1389.5,961,2038.9,839.6,131.4,1077.7,1467.1,2186.5,973.5,2465.7,3201.8,1705.1,898.1,2394.6
ACTN1,14,14.2,327,97.8,44.4,100.2,583.5,414.8,241.7,421.8,11.3,14.6,443.6,636,2405.6
TUBB2A,6,934.7,1270.5,1136.2,3094.9,1436.8,1911.2,1283.3,1409.1,646.3,3902.4,3627.5,1103,2664.4,2504.8
TUBB2B,6,285.5,1582.6,911.1,1646.5,2037.8,5266.8,1141.7,2831,459.3,606.7,168.2,504,585,566.4
COL4A1,13,5946.8,2253.3,129.2,594.2,62.7,1007.4,1419.3,3956.5,662.1,6032.9,1962.3,3045.8,871.6,3682
ATN1,12,108.3,250.2,361.5,227.5,371.7,215.5,232.4,67.4,351.5,131,84,66,166.3,128.9
NA,NA,177.7,567.9,305.9,500.8,642.1,568.6,626.7,91.2,203.6,108.6,134.7,263.8,146.8,282.6
ARF3,12,2040.7,4537.3,1529.3,1286.2,4191.6,3851,3100.1,2464.5,3144.9,3366.6,3580,3066.4,4391,3582.7
H2AFZ,4,1558.9,602.9,125.2,830.7,226,512.2,752.6,5218.4,1654.5,2299.3,2220.8,940.8,816.6,2726.2
S100A10,1,516.6,874.1,1047.8,494.9,343.2,806.8,779.7,523.3,314.9,1427.4,1891,7365,1430.6,1013.4
TMEM63A,1,1984.5,1684.1,2019.5,1698.7,1412.9,1700.9,1419.6,539.5,432.3,769.9,1417.9,1192.6,706.1,1051.7
HEXA,15,701,111.7,199.1,469.7,124.4,348.7,158.8,363.7,759.8,782.2,1441.7,1093.4,593.1,586.5
TRIP6,7,2637.1,2103.8,350.2,2011.8,1970.7,2250.8,2124.1,1662,2952.7,2893,3664.3,1896.1,3970.8,6189
MARS,12,406.9,793.4,765.7,155.1,1065.4,727.5,695.1,749.6,720.1,608.5,587.8,523.1,672.9,647.8
TRA2A,7,110.5,1365,1063.3,980.5,1742.5,1625,1315.4,200.8,233.9,184.3,324,554.5,615.3,457.5
TRA2A,7,1546.5,397,55.1,882.7,219.3,394.9,470.6,1420.7,1380.9,2839.7,1785.4,894.8,837.5,560.1
NPC2,14,3795.5,2320.9,7448.6,1153.3,239.5,1042.3,930.5,1321.3,1837.4,5315.5,4112.6,15287.1,2496.3,1612
KHDRBS1,1,1881,1384.3,264.9,514.2,575.7,390.3,887.1,2648.5,2677.7,1652.4,1624.7,1404.8,2835.2,1748.3
AP2S1,19,460.2,1276.4,806,3116.8,396.4,768.8,1080.9,1909.4,1408.5,578.2,1026.7,848.8,861,1066.6
PRMT2,21,2015.4,292.4,115.2,56.9,72.5,310.6,1015.5,1079.2,805.1,1152.3,1989.4,1292.6,1023,948.3
PRMT2,21,23.1,17.9,200.1,83,34.6,101.2,23.6,27.6,1.7,4.5,3.9,5.7,1.6,3.8
GPC3,X,707.4,437.6,529.7,162.3,1054.6,737.6,442.3,81.2,97,427.3,108.5,2475.2,254.2,157.3
CD59,11,724.3,613.1,711.6,252.7,70.5,508.8,220.3,300.1,272.2,465.8,598.6,2376.3,351.7,243.7
CGA,6,33.6,702.8,85.7,30,1025,671.5,487.9,17,67.9,15.1,23,211.5,33.9,46.5
HSPE1,2,4654.2,888.6,442.1,259.5,371,706.7,757.1,5858.6,2235.4,3182.8,1250.2,938.9,1490.3,1800.1
PRDX6,1,390.7,388.3,820.4,441.7,207.6,325.2,219.3,1257.4,640.8,1471,567,771.3,1691,623.7
ABCE1,4,365.2,165.3,597.7,64.1,209.7,26.6,269.9,196.8,456.9,222.1,136.4,133.2,175.8,178.7
NEDD4L,18,13.5,802.7,508.7,74.8,389.9,480,283.7,74.3,75.5,11.1,25,1875.3,45.2,110.1
EMG1,12,566.6,240.1,93.2,462.5,382.6,175.7,370.7,624.5,560.6,573.8,815.3,519.3,738.2,413.2
NCOR2,12,997.8,590.4,668.9,1599.4,311.5,730,907.5,1702.2,1872,1034.5,2083.2,1980.7,1482.9,961.2
NCOR2,12,18.3,93.1,92.2,54.5,112.8,70.2,58.5,13.5,24.9,8.8,16.3,30,28.3,25.2
SNX3,6,1006.9,757.3,122.8,93.2,211.7,149.6,428.7,2744.5,1212.1,1941.4,483.8,1034.8,1841,954.3
TSPAN6,X,320.6,223.3,1147.2,657.1,649,445.3,402.1,162.8,114.1,211.4,177.4,322.9,136.2,155.9
TSPAN6,X,275.9,67.5,33.2,57,59.7,72.6,29.8,293.6,146.6,317.9,124.9,52.4,79.7,88.4
